tconst	titleType	originalTitle	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	country
tt1210356	movie	Raat Gayi, Baat Gayi?	0	2009	104	Comedy,Drama	6.3	Saurabh Shukla	Rajat Kapoor,Saurabh Shukla,Ankur Tewari	IN
tt1213928	movie	Tahaan	0	2008	97	Drama	7.1	Santosh Sivan	Santosh Sivan,Ritesh Menon,Paul Hardart,Anirudhya Mitra	IN
tt1220718	movie	Via Darjeeling	0	2008	104	Drama,Mystery,Thriller	5.3	Arindam Nandy	Ranjan Das,Gautam Nag,Arindam Nandy,Atul Sabharwal,Siladitya Sanyal,Mrityunjay Kumar Singh,Vibha Singh	IN
tt1221139	movie	Welcome to Sajjanpur	0	2008	133	Comedy,Drama	6.9	Shyam Benegal	Ashok Mishra,Shyam Benegal	IN
tt1223922	movie	Blue	0	2009	119	Action,Adventure,Mystery	3.8	Anthony D'Souza	Anthony D'Souza,Mayur Puri	IN
tt1224454	movie	Sirf	0	2008	135	Drama	5.9	Rajatesh Nayyar,Ramesh Kode	Rajatesh Nayyar,Shashikant Verma,Santosh Saroj,Mehboob,Vipul Saini	IN
tt12258380	movie	Bansuri: The Flute	0	2021	108	Drama	5.0	Hari Viswanath	Augusto	IN
tt1227524	movie	Aashayein	0	2010	120	Drama	7.1	Nagesh Kukunoor	Nagesh Kukunoor	IN
tt1227762	movie	Aladin	0	2009	132	Action,Adventure,Fantasy	4.7	Sujoy Ghosh	Vishal Dadlani,Sujoy Ghosh,Suresh Nair,Ritesh Shah	IN
tt1228707	movie	Jimmy	0	2008	\N	Action,Crime,Drama	1.7	Raj N. Sippy	Ranbir Pushp,Anand Raj Anand,Mahima Kaushal,Virag Mishra,Kamal Rashid Khan	IN
tt1229366	movie	Life Partner	0	2009	138	Comedy,Drama,Romance	5.3	Rumi Jaffery	Niranjan Iyengar,Yunus Sajawal	IN
tt1230165	movie	Rock On!!	0	2008	145	Drama,Music	7.7	Abhishek Kapoor	Farhan Akhtar,Pubali Chaudhuri,Abhishek Kapoor	IN
tt1230448	movie	Billu	0	2009	137	Comedy,Drama	6.4	Priyadarshan	Manisha Korde,Priyadarshan,Mushtaq Shiekh,Sreenivasan	IN
tt1234250	movie	Mehbooba	0	2008	163	Drama,Romance	3.8	Tabrez Hashmi,Afzal Khan	Robin Bhatt,Rumi Jaffery,Afzal Khan,Javed Siddiqui	IN
tt1236470	movie	Jahan Jaaeyega Hamen Paaeyega	0	2007	137	Action,Crime,Romance	4.1	Janmendra Ahuja	\N	IN
tt1238735	movie	Dhoom Dadakka	0	2008	128	Comedy,Crime,Drama	3.3	Shashi Ranjan	Ashwani Dhir,Shashi Ranjan,Kabir Shrivastava	IN
tt12393526	movie	Bulbbul	0	2020	94	Drama,Horror,Mystery	6.6	Anvita Dutt	Anvita Dutt	IN
tt1241195	movie	Aamir	0	2008	99	Action,Crime,Drama	7.6	Raj Kumar Gupta	Raj Kumar Gupta	IN
tt1241334	movie	Saas Bahu Aur Sensex	0	2008	\N	Comedy,Drama	5.1	Shona Urvashi	Raqueeb Alam,BlaaZe,Shona Urvashi,Vinit Vyas	IN
tt1242530	movie	What's Your Raashee?	0	2009	195	Comedy,Drama,Romance	4.8	Ashutosh Gowariker	Tapan Bhatt,Ashutosh Gowariker,Naushil Mehta,Amit Mistry,Madhu Rye	IN
tt1242782	movie	Luck	0	2009	141	Action,Adventure,Drama	4.9	Soham Shah	Renzil D'Silva,Soham Shah	IN
tt1242843	movie	Contract	0	2008	117	Action,Crime,Drama	4.1	Ram Gopal Varma	Mehboob,Prashant Pandey	IN
tt1244093	movie	Hisss	0	2010	98	Comedy,Drama,Horror	2.9	Jennifer Lynch	Jennifer Lynch,Gulfam Khan	IN
tt1245774	movie	Jail	0	2009	131	Drama	6.2	Madhur Bhandarkar	Madhur Bhandarkar,Ajay K. Garg,Sandeep Nath,Sharib,Raghuvir Shekhawat,Anuradha Tiwari,Toshi,Turaz,Manoj Tyagi	IN
tt12484724	movie	Mere Desh Ki Dharti	0	2022	111	Comedy,Drama	6.8	Faraz Haider	Shrikant Bhasi,Neel Chakraborty,Faraz Haider,Piyush Mishra	IN
tt1252488	movie	Haal-e-Dil	0	2008	124	Drama,Romance	3.5	Anil Devgan	Shabbir Ahmed,Sajid Ali,Farhad Bhiwandiwala,Sanjay Chhel,Aditya Dhar,Munna Dhiman,Dheeraj Rattan,Sameer	IN
tt1252594	movie	Aasma: The Sky Is the Limit	0	2009	240	Drama	4.0	Rohit Krishnakant Nayyar	Faizan Kareem,Shubh Mukherjee	IN
tt1252596	movie	Ajab Prem Ki Ghazab Kahani	0	2009	150	Action,Comedy,Musical	6.4	Rajkumar Santoshi	K. Rajeshwar,Rajkumar Santoshi,R.D. Tailang	IN
tt1252614	movie	Sankat City	0	2009	120	Comedy,Crime,Drama	6.2	Pankaj Advani	Pankaj Advani,Ashwani Kumar	IN
tt1253583	movie	Marega Salaa	0	2009	\N	Crime,Drama,Mystery	4.7	Devang Dholakia	Neeraj Pandey	IN
tt1255873	movie	Hari Puttar: A Comedy of Terrors	0	2008	90	Comedy,Drama,Family	2.1	Rajesh Bajaj,Lucky Kohli	Rajesh Bajaj,Sameer	IN
tt1255951	movie	De Dana Dan	0	2009	162	Comedy,Crime	6.0	Priyadarshan	Jay Master,Ashiesh Pandit,Priyadarshan,Sayeed Qadri,Neeraj Shridhar	IN
tt12567088	movie	Raat Akeli Hai	0	2020	149	Crime,Drama,Mystery	7.2	Sunny Mandavarra,Honey Trehan	Smita Singh	IN
tt1260689	movie	Summer 2007	0	2008	166	Crime,Drama,Thriller	6.4	Sohail Tatari	Gourov Dasgupta,Bijesh Jayarajan,Ujjayinee Roy,Ritesh Shah,Vibha Singh	IN
tt1261047	movie	Gulaal	0	2009	140	Crime,Drama,Thriller	8.0	Anurag Kashyap	Raj Singh Chaudhary,Anurag Kashyap,Aparnaa Malhotra,Sanjay Maurya,Sanjeev K Rajat,Rahul Singh	IN
tt12631660	movie	Aafat-e-Ishq	0	2021	114	Comedy,Drama,Thriller	4.4	Indrajit Nattoji	Neha Bahuguna,Indrajit Nattoji	IN
tt12642180	movie	Ram Singh Charlie	0	2020	104	Drama	7.9	Nitin Kakkar	Writer Bhaiya,Raghav Dutt,Sharib Hashmi,Nitin Kakkar	IN
tt1266545	movie	Chamku	0	2008	105	Action,Crime,Thriller	4.5	Kabeer Kaushik	Kabeer Kaushik	IN
tt1266583	movie	Mumbai Meri Jaan	0	2008	134	Drama	7.7	Nishikant Kamat	Yogesh Vinayak Joshi,Upendra Sidhaye	IN
tt1267400	movie	Thodi Life Thoda Magic	0	2008	\N	Drama	4.1	Aanand L. Rai	Shukla Barnali Ray	IN
tt1267500	movie	Phoonk	0	2008	110	Drama,Horror,Mystery	4.0	Ram Gopal Varma	Milind Gadagkar,Sandeep Nath,Prashant Pandey	IN
tt12677010	movie	Namumkin Tere Bin Jeena	0	2020	94	Drama,Romance	5.2	Hidayat Khan	Hidayat Khan	IN
tt12736014	movie	CTRL	0	2024	99	Drama,Thriller	6.2	Vikramaditya Motwane	Vikramaditya Motwane,Avinash Sampath,Sumukhi Suresh	IN
tt1274295	movie	Kaminey	0	2009	130	Action,Crime,Drama	7.4	Vishal Bhardwaj	Cajetan Boy,Supratik Sen,Abhishek Chaubey,Sabrina Dhawan,Vishal Bhardwaj	IN
tt12743636	movie	Mee Raqsam	0	2020	80	Drama	6.7	Baba Azmi	Husain Mir,Safdar Mir	IN
tt12758600	movie	Comedy Couple	0	2020	117	Comedy,Romance	7.3	Nachiket Samant	Raghav Raj Kakker,Kashyap Kapoor,Bikas Ranjan Mishra,Gaurav Sharma	IN
tt1275863	movie	Love Aaj Kal	0	2009	128	Comedy,Drama,Romance	6.8	Imtiaz Ali	Imtiaz Ali	IN
tt1278447	movie	Sikandar	0	2009	110	Crime,Drama,Mystery	6.3	Piyush Jha,Arjun Gaikwad	Piyush Jha,Kumaar	IN
tt1279105	movie	Ramaa: The Saviour	0	2010	120	Action,Adventure,Drama	3.7	Hadi Abrar	Kumaar,Reshu Nath,Krupasagar Sridharan	IN
tt1280558	movie	A Wednesday	0	2008	104	Action,Crime,Drama	8.1	Neeraj Pandey	Neeraj Pandey	IN
tt12834962	movie	Raksha Bandhan	0	2022	108	Comedy,Drama,Family	5.4	Aanand L. Rai	Kanika Dhillon,Himanshu Sharma	IN
tt12844910	movie	Pathaan	0	2023	146	Action,Adventure,Thriller	5.8	Siddharth Anand	Shridhar Raghavan,Abbas Tyrewala,Siddharth Anand	IN
tt1285241	movie	Don 2	0	2011	148	Action,Crime,Thriller	7.1	Farhan Akhtar	Farhan Akhtar,Javed Akhtar,Salim Khan,Ameet Mehta,Athar Nawaaz,Rajshri Sudhakar	IN
tt1285245	movie	Lahore	0	2010	145	Action,Drama,Sport	6.3	Sanjay Puran Singh Chauhan	Sanjay Puran Singh Chauhan,Varshaa A Jainn,Panchhi Jalonvi,Akashaditya Lama,Hriday Lani,Piyush Mishra	IN
tt12861212	movie	Chhorii	0	2021	129	Drama,Horror,Thriller	6.7	Vishal Furia	Vishal Furia,Vishal Kapoor	IN
tt12861850	movie	Chandigarh Kare Aashiqui	0	2021	117	Crime,Drama	6.7	Abhishek Kapoor	Supratik Sen,Tushar Paranjape,Abhishek Kapoor,Simran Sahni	IN
tt12862042	movie	Jogira Sara Ra Ra	0	2023	121	Comedy,Drama,Family	6.7	Kushan Nandy	Ghalib Asad Bhopali,Lavraj	IN
tt1287847	movie	Mukhbiir	0	2008	132	Crime,Drama,Mystery	7.0	Mani Shankar,Inderjeet Singh	P.K. Mishra,Iqbal Patni,Mani Shankar	IN
tt1288638	movie	Dasvidaniya	0	2008	113	Comedy,Drama	7.8	Shashant Shah	Kailash Kher,Arshad Syed	IN
tt1288644	movie	Mere Khwabon Mein Jo Aaye	0	2009	119	Drama,Fantasy,Musical	5.1	Madhureeta Anand	Madhureeta Anand	IN
tt12887178	movie	14 Phere	0	2021	111	Comedy,Romance	6.3	Devanshu Singh	Manoj Kalwani	IN
tt12887208	movie	Pippa	0	2023	139	Action,Drama,History	6.2	Raja Menon	Balram Singh Mehta,Raja Menon,Tanmay Mohan,Ritam Nandy,Ravinder Randhawa	IN
tt1291465	movie	Raajneeti	0	2010	163	Drama,Thriller	7.1	Prakash Jha	Prakash Jha,Anjum Rajabali,Sameer	IN
tt12915716	movie	Adipurush	0	2023	179	Action,Drama	2.6	Om Raut	Manoj Muntashir,Om Raut	IN
tt1292642	movie	Allah Ke Banday	0	2010	123	Action,Crime,Drama	5.9	Faruk Kabir	Faruk Kabir,Sarim Momin	IN
tt1292703	movie	Oye Lucky! Lucky Oye!	0	2008	125	Comedy,Crime,Drama	7.7	Dibakar Banerjee	Dibakar Banerjee,Urmi Juvekar,Manu Rishi Chadha	IN
tt12929738	movie	London Confidential	0	2020	77	Crime,Drama,Thriller	5.9	Kanwal Sethi	Akshay Singh,Hussain Zaidi	IN
tt12969078	movie	Atkan Chatkan	0	2020	126	Drama,Musical	7.6	Shiv Hare	Aadesh Raathi,Shiv Hare	IN
tt12983052	movie	Pepper Chicken	0	2020	\N	Thriller	5.3	Ratan Sil Sarma	Dhanjit Das,Ratan Sil Sarma,Satish Yadav	IN
tt13013820	movie	Faactory	0	2021	96	Romance,Thriller	6.4	Faisal Khan	Amit Gupta,Faisal Khan,Maryam	IN
tt1301698	movie	1920	0	2008	143	Horror,Mystery,Thriller	6.4	Vikram Bhatt	Vikram Bhatt,Dheeraj Rattan,Girish Dhamija,Amin Hajee	IN
tt13022984	movie	Khuda Haafiz: Chapter 2 - Agni Pariksha	0	2022	144	Action,Crime,Drama	7.4	Faruk Kabir	Faruk Kabir	IN
tt13028258	movie	A Thursday	0	2022	128	Drama,Thriller	7.6	Behzad Khambata	Behzad Khambata,Ashley Lobo,Vijay Maurya	IN
tt1305840	movie	Aloo Chaat	0	2009	155	Comedy,Drama,Romance	5.9	Robbie Grewal	Robbie Grewal,Syed Gulrez,Vipin Mishra,Divy Nidhi Sharma,Xulfi	IN
tt13070226	movie	Love, Sitara	0	2024	105	Drama,Family,Romance	5.3	Vandana Kataria	Sonia Bahl,Abbas Dalal,Hussain Dalal,Vandana Kataria	IN
tt1312135	movie	Oh, My God!!	0	2008	105	Comedy,Drama	5.4	Sourabh Shrivastava	Vipul Binjola,Asit Kaul,Manisha Ojha,Sourabh Shrivastava,Rishi Virmani	IN
tt13130948	movie	Shehzada	0	2023	142	Action,Comedy,Drama	4.5	Rohit Dhawan	Hussain Dalal,Rohit Dhawan,Trivikram Srinivas	IN
tt13131232	movie	Mission Majnu	0	2023	129	Action,Drama,History	6.9	Shantanu Bagchi	Parveez Shaikh,Aseem Arrora,Sumit Batheja	IN
tt13131350	movie	Vikram Vedha	0	2022	160	Action,Crime,Drama	7.1	Gayatri,Pushkar	Benazir Ali Fida,Gayatri,Manoj Muntashir,Pushkar	IN
tt13131636	movie	Velle	0	2021	125	Comedy,Crime,Drama	5.7	Deven Munjal	Harish Dinkar,Pankaj Matta	IN
tt13144076	movie	Raat Baaki Hai	0	2021	100	Drama,Thriller	5.1	Avinash Das	Jaidev Hemmady,Akhilesh Jaiswal,Siddharth Mishra	IN
tt1322257	movie	Jhootha Hi Sahi	0	2010	142	Comedy,Drama,Romance	6.2	Abbas Tyrewala	Pakhi,Paakhi A. Tyrewala	IN
tt1324059	movie	Wake Up Sid	0	2009	138	Comedy,Drama,Romance	7.6	Ayan Mukerji	Ayan Mukerji,Niranjan Iyengar	IN
tt1324076	movie	Fox	0	2009	145	Crime,Drama,Mystery	5.3	Deepak Tijori	Kamal Pandey,Deepak Tijori	IN
tt1324078	movie	Kal Kissne Dekha	0	2009	134	Action,Crime,Romance	3.6	Vivek Sharma	Sudhanshu Dube,Shyam Goel,Sameer,Vivek Sharma	IN
tt13261550	movie	Costao	0	2025	124	Drama	6.4	Sejal Shah	Bhavesh Mandalia,Meghna Srivastava	IN
tt1327035	movie	Dev.D	0	2009	144	Comedy,Drama,Romance	7.9	Anurag Kashyap	Sarat Chandra Chattopadhyay,Abhay Deol,Vikramaditya Motwane,Anurag Kashyap	IN
tt1327833	movie	Sorry Bhai!	0	2008	154	Comedy,Drama,Romance	6.2	Onir	Ashwini Malik,Amitabh Verma	IN
tt1328634	movie	New York	0	2009	153	Crime,Drama,Thriller	6.8	Kabir Khan	Aditya Chopra,Sandeep Shrivastava	IN
tt13334578	movie	Ganapath	0	2023	133	Action,Drama,Sci-Fi	2.7	Vikas Bahl	Vikas Bahl,Vashu Bhagnani	IN
tt1334254	movie	Maharathi	0	2008	114	Crime,Drama,Mystery	7.1	Shivam Nair	Sanjay Chhel,Uttam Gada	IN
tt1334437	movie	Blue Oranges	0	2009	114	Mystery	6.4	Rajesh Ganguly	Rajesh Ganguly	IN
tt1334470	movie	Raavan	0	2010	130	Action,Adventure,Drama	5.4	Mani Ratnam	Mani Ratnam,Vijay Krishna Acharya	IN
tt13364468	movie	Love Hostel	0	2022	100	Crime,Romance,Thriller	5.7	Shanker Raman	Mehak Jamal,Shanker Raman,Kunal Sharma,Yogi Singha	IN
tt1339313	movie	Jalwa: Fun in Love	0	2005	\N	Adventure,Comedy,Drama	5.3	Rajiv S. Ruia	Rinku Ghosh,Sameer Rajda,Rajiv S. Ruia,Dhruv Uday Singh	IN
tt13406494	movie	The Dark secrets of Tonhi	0	2014	126	Thriller	6.6	Shiraz Henry	Pamela Henry,Shiraz Henry	IN
tt1340838	movie	Raaz: The Mystery Continues	0	2009	151	Horror,Mystery,Thriller	5.7	Mohit Suri	Kumaar,Sayeed Qadri,Shagufta Rafique,Mohit Suri	IN
tt1343362	movie	Do Knot Disturb	0	2009	126	Comedy,Drama	3.7	David Dhawan	Yunus Sajawal	IN
tt13449254	movie	Goldfish	0	2023	103	Drama	6.3	Pushan Kripalani	Pushan Kripalani,Arghya Lahiri	IN
tt13449624	movie	Jug Jugg Jeeyo	0	2022	148	Comedy,Drama,Family	6.1	Raj Mehta	Sumit Batheja,Rishabh Sharma,Anurag Singh,Neeraj Udhwani	IN
tt13449672	movie	Dhira	0	2020	117	Animation	5.6	Arun Kumar Rapolu	Arun Kumar Rapolu	IN
tt13451410	movie	Dhadak 2	0	2025	122	Drama,Mystery,Romance	\N	Shazia Iqbal	Rahul Badwelkar,Shazia Iqbal	IN
tt13451792	movie	Kya Meri Sonam Gupta Bewafa Hai	0	2021	136	Comedy,Romance	4.2	Ssaurabh Tyagi	Ssaurabh Tyagi	IN
tt1345777	movie	Ishqiya	0	2010	118	Comedy,Drama,Romance	7.3	Abhishek Chaubey	Vishal Bhardwaj,Sabrina Dhawan,Abhishek Chaubey	IN
tt13491110	movie	Antim: The Final Truth	0	2021	138	Action,Crime,Drama	6.1	Mahesh Manjrekar	Mahesh Manjrekar,Abhijeet Shirish Deshpande,Siddharth Salvi,Pravin Tarde,Mithlesh Kaushik	IN
tt13491620	movie	Unpaused	0	2020	113	Drama,Romance	7.0	Nikkhil Advani,Avinash Arun,Tannishtha Chatterjee,Krishna D.K.,Nitya Mehra,Raj Nidimoru	Devika Bhagat,Tarun Dudeja,Nitya Mehra,Ishita Moitra,Reshu Nath,Vidur Nauriyal,Sanyuktha Chawla Shaikh,Shubham Vardhan	IN
tt13510660	movie	Dhamaka	0	2021	103	Action,Crime,Drama	6.7	Ram Madhvani,Heavenveer Singh Hayer	Ram Madhvani,Puneet Sharma	IN
tt1351224	movie	Pyaar Impossible!	0	2010	140	Comedy,Romance	4.9	Jugal Hansraj	Uday Chopra	IN
tt13529034	movie	Meenakshi Sundareshwar	0	2021	140	Comedy,Romance	6.6	Vivek Soni	Vivek Soni,Aarsh Vora	IN
tt13534808	movie	Janhit Mein Jaari	0	2022	146	Comedy,Drama,Romance	6.8	Jai Basantu Singh,Sunny Mandavarra	Rajan Agarwal,Abhay Budki,Yusuf ali Khan,Avinash Pathak,Utsav Sarkar,Raaj Shaandilyaa,Jai Basantu Singh,Shaan Yadav	IN
tt1354547	movie	Horn 'OK' Pleassss	0	2009	\N	Comedy	4.3	Rakesh Sarang	Mangesh Kulkarni,P.L. Mayekar,Ganesh Pandit,Jitendra Parmar,Rakesh Sarang	IN
tt13545522	movie	Chatrapathi	0	2023	124	Action,Drama	3.9	V.V. Vinayak,Safdar Abbas	A. Mahadev,Vijayendra Prasad,Mayur Puri	IN
tt13551840	movie	Captain Vidyut	0	2020	77	Action,Animation,Comedy	6.9	Atish Tripathi	Akash Pathak,Atish Tripathi	IN
tt13562940	movie	Dial 100	0	2021	104	Action,Thriller	5.9	Renzil D'Silva	Renzil D'Silva	IN
tt13623916	movie	Toolsidas Junior	0	2022	132	Drama,Family,Sport	7.4	Mridul Toolsidas	Mridul Toolsidas	IN
tt1363125	movie	Naughty @ 40	0	2011	108	Comedy,Drama	2.7	Jag Mundhra	Salim Raza,Sameer Tandon	IN
tt1363363	movie	Chatur Singh Two Star	0	2011	110	Action,Adventure,Comedy	1.9	Ajay Chandhok	Rumi Jaffery,Sai Kabir	IN
tt1368453	movie	Chargesheet	0	2011	\N	Drama,Mystery,Thriller	6.4	Dev Anand	\N	IN
tt1370429	movie	99	0	2009	135	Comedy,Crime,Drama	7.3	Krishna D.K.,Raj Nidimoru	Raj Nidimoru,Krishna D.K.,Sita Menon,Chintan Gandhi,Raja Sen,Raja Sen,Krishna DK,Raj Nidimoru,Shabbir Ahmed,Vaibhav Modi	IN
tt1372266	movie	Kisaan	0	2009	100	Action,Crime,Drama	5.5	Puneet Sira	S.R. Bharti,Salim Bijnori,Vekeana Dhillon,Panchhi Jalonvi,Kanwar Juneja,Sohail Khan,Anmol Malik,Dilip Shukla	IN
tt1372304	movie	Wafaa	0	2008	120	Drama,Mystery,Romance	4.0	Rakesh Sawant	Shahab Allahabadi,Salim Raza	IN
tt13723562	movie	420 IPC	0	2021	98	Crime	6.6	Manish Gupta	Manish Gupta	IN
tt1372681	movie	Aa Dekhen Zara	0	2009	117	Action,Mystery,Sci-Fi	5.2	Jehangir Surti	Shiirshak S. Anand,Shantanu Ray Chhibber	IN
tt1372694	movie	Gumnaam: The Mystery	0	2008	107	Action,Crime	3.2	Neeraj Pathak	Neeraj Pathak,Sameer	IN
tt1373156	movie	Karthik Calling Karthik	0	2010	135	Drama,Mystery,Romance	7.1	Vijay Lalwani	Vijay Lalwani	IN
tt13732212	movie	Mumbaikar	0	2023	122	Action,Drama,Thriller	4.9	Santosh Sivan	Himanshu Singh,Aradhana Sah,Lokesh Kanagaraj,Amit Joshi	IN
tt13751694	movie	Animal	0	2023	204	Action,Crime,Drama	6.1	Sandeep Reddy Vanga	Suresh Bandaru,Saurabh Gupta,Pranay Reddy Vanga,Sandeep Reddy Vanga	IN
tt1375789	movie	Race 2	0	2013	150	Action,Crime,Thriller	5.4	Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla	Kiran Kotrial,Shiraz Ahmed	IN
tt13793230	movie	Jaadugar	0	2022	167	Comedy,Drama,Fantasy	6.8	Sameer Saxena	Biswapati Sarkar	IN
tt13818368	movie	Fighter	0	2024	166	Action,Drama	6.2	Siddharth Anand	Siddharth Anand,Ramon Chibb,Abbas Dalal,Hussain Dalal,Biswapati Sarkar	IN
tt13825336	movie	Good Luck Jerry	0	2022	148	Comedy,Crime,Drama	5.5	Siddharth Sen	Nelson Dilipkumar,Pankaj Matta	IN
tt13859494	movie	Guthlee Ladoo	0	2023	105	Drama	7.6	Ishrat R. Khan	Srinivas Abrol,Ishrat R. Khan,Ganesh Pandit,Archana Patel,Dhruv Brajesh Sharma,Ganesh Pandit Srinivas Abrol	IN
tt1388394	movie	Daddy Cool	0	2009	\N	Drama	5.1	Aashiq Abu	Aashiq Abu,Bipin Chandran	IN
tt1388424	movie	Three: Love, Lies, Betrayal	0	2009	121	Drama,Mystery,Thriller	6.0	Vishal Pandya	Vikram Bhatt	IN
tt1388903	movie	Mirch	0	2010	105	Comedy,Drama,Fantasy	6.5	Vinay Shukla	Javed Akhtar,Vinay Shukla	IN
tt13892718	movie	Atithi Bhooto Bhava	0	2022	114	Comedy,Drama,Romance	6.0	Hardik Gajjar	Shreyes Anil Lowlekar,Pradeep Srivastava,Aniket Wakchaure	IN
tt13912632	movie	Sanak	0	2021	116	Action,Thriller	6.6	Kanishk Varma	Ashish P. Verma	IN
tt1391544	movie	Dhoondte Reh Jaoge	0	2009	131	Comedy,Crime,Drama	5.6	Umesh Shukla	Shabbir Ahmed,Rajeev Jhaveri,Jalees Sherwani,Umesh Shukla	IN
tt13919802	movie	Anek	0	2022	147	Action,Drama,Sport	6.3	Anubhav Sinha	Sima Agarwal,Yash Keswani,Anubhav Sinha	IN
tt1392744	movie	Chance Pe Dance	0	2010	122	Comedy,Drama,Music	4.8	Ken Ghosh	Nupur Asthana,Manu Rishi Chadha,Ken Ghosh,Kiran Kotrial,Irfan Siddiqui	IN
tt1395025	movie	Agent Vinod	0	2012	157	Action,Adventure,Thriller	5.2	Sriram Raghavan	Arijit Biswas,Sriram Raghavan	IN
tt1395054	movie	Once Upon a Time in Mumbaai	0	2010	134	Action,Crime,Drama	7.4	Milan Luthria	Rajat Arora	IN
tt1396208	movie	Action Replayy	0	2010	129	Comedy,Romance,Sci-Fi	4.4	Vipul Amrutlal Shah	Irshad Kamil,Aatish Kapadia,Suresh Nair,Ritesh Shah	IN
tt13989278	movie	Dehati Disco	0	2022	122	Comedy,Musical	6.1	Manoj Sharma,Goswami Mahesh Gari Tulsigiri	Ganesh Acharya,Manoj Sharma	IN
tt13989310	movie	Koi Jaane Na	0	2021	141	Thriller	3.6	Amin Hajee,Ajinkya Nikam	Amin Hajee	IN
tt1399602	movie	Straight	0	2009	110	Comedy,Drama	5.8	Parvati Balagopalan	Anahata,Uttam Gada,Rohena Gera,Anahata Menon	IN
tt14042066	movie	Dobaaraa	0	2022	132	Drama,Fantasy,Mystery	4.9	Anurag Kashyap	Nihit Bhave,Oriol Paulo	IN
tt14056466	movie	Yudhra	0	2024	142	Action,Drama,Thriller	4.9	Ravi Udyawar	Farhan Akhtar,Akshat Ghildial,Shridhar Raghavan	IN
tt14071150	movie	Flight	0	2021	116	Action,Thriller	5.4	Suraj Joshi	Babita Ashiwal,Mohit Chadda,Suraj Joshi	IN
tt1408029	movie	Krantiveer: The Revolution	0	2010	159	Action,Crime,Drama	4.5	Mehul Kumar	Mehul Kumar,Sameer	IN
tt14091818	movie	Ajeeb Daastaans	0	2021	142	Drama,Romance	6.7	Neeraj Ghaywan,Kayoze Irani,Rahul Kamboj,Shashank Khaitan,Raj Mehta	Neeraj Ghaywan,Shashank Khaitan,Uzma Khan,Uzma Khan,Sumit Saxena	IN
tt14107554	movie	Dasvi	0	2022	125	Comedy,Drama	7.4	Tushar Jalota	Sandeep Leyzell,Suresh Nair,Ritesh Shah	IN
tt14152140	movie	Darlings	0	2022	133	Comedy,Drama,Thriller	6.6	Jasmeet K Reen	Parveez Shaikh,Jasmeet K Reen,Vijay Maurya	IN
tt1415252	movie	Agyaat	0	2009	130	Adventure,Drama,Horror	3.0	Ram Gopal Varma	Puneet Gandhi,Nilesh Girkar	IN
tt14166170	movie	Pyaar Mein Aisa Hota Hai	0	2013	107	Thriller	\N	Rajeesh Kumar	Rajeesh Kumar	IN
tt14185598	movie	The Great Leader Kanshiram	0	2017	\N	Biography	8.7	Arjun Singh	M.R. Raipuriya	IN
tt1419916	movie	Chowrasta Crossroads of Love	0	2009	120	Drama	6.8	Anjan Dutt	\N	IN
tt1420539	movie	Ek Se Bure Do	0	2009	180	Action,Comedy,Crime	4.3	Tariq Khan	Nisar Akhtar,Panchhi Jalonvi,Bobby Khan,Tariq Khan	IN
tt14260080	movie	Hello Charlie	0	2021	102	Comedy	5.3	Pankaj Saraswat	Abhishek Khairkar,Pankaj Saraswat	IN
tt1428459	movie	We Are Family	0	2010	115	Comedy,Drama,Family	5.7	Siddharth P Malhotra	Venita Coelho,Niranjan Iyengar,Gigi Levangie	IN
tt14295590	movie	Mrs. Chatterjee vs. Norway	0	2023	144	Biography,Drama	7.3	Ashima Chibber	Ashima Chibber,Rahul Handa,Sameer Satija	IN
tt1431122	movie	No Problem	0	2010	139	Action,Comedy,Crime	4.6	Anees Bazmee	Rajan Agarwal,Ikram Akhtar,Nisar Akhtar,Anand Raj Anand,Anees Bazmee,Kumaar	IN
tt14319530	movie	1:11	0	2021	104	Drama	5.0	Miron Wojdylo	Tomasz Jasinski	IN
tt1433905	movie	All the Best: Fun Begins	0	2009	144	Action,Comedy,Drama	6.2	Rohit Shetty	Robin Bhatt,Kumaar,Paritosh Painter,Bunty Rathore,Yunus Sajawal,Sajid,Farhad Samji	IN
tt14339846	movie	Mrs Undercover	0	2023	107	Action,Comedy,Thriller	5.6	Anushree Mehta	Anushree Mehta,Abir Sengupta	IN
tt1434447	movie	Rocket Singh: Salesman of the Year	0	2009	150	Comedy,Drama	7.5	Shimit Amin	Jaideep Sahni	IN
tt1438298	movie	Guzaarish	0	2010	126	Drama,Romance	7.4	Sanjay Leela Bhansali	Sanjay Leela Bhansali,Bhavani Iyer,Vibhu Puri,Turaz	IN
tt1438486	movie	Chal Chala Chal	0	2009	138	Action,Comedy,Crime	4.7	T.K. Rajeev Kumar	Anand Raj Anand,Sunil Jha,Manisha Korde,Vaibhav Modi,Ram Patil,Ravindra Ram Patil	IN
tt14418234	movie	State of Siege: Temple Attack	0	2021	110	Action,Thriller	7.6	Ken Ghosh	William Borthwick,Simon Fantauzzo,Farhaan Salaruddin,Abhimanyu Singh	IN
tt1442583	movie	Tum Milo Toh Sahi	0	2010	128	Comedy,Drama	5.7	Kabir Sadanand	Irshad Kamil,Rajen Makhijani,Kabir Sadanand,Sameer Siddiqui,Sameer Siddiqui	IN
